9231	9606
9232	10090
9234	10090
9235	10117
9237	10090
9242	10090
9245	9606
9247	10116
9252	9606
9253	9606
9255	10090
9256	9606
9257	10090
9258	9606
9259	9606
9260	9606
9261	9606
9264	9606
9265	9606
9266	10116
9268	10116
9269	10116
9270	9606
9271	9606
9274	7742
9276	9606
9278	9606
9279	9606
9280	9606
9283	9606
9284	9606
9285	9606
9286	9606
9287	9606
9288	9606
9288	10090
9288	10116
9288	9031
9288	8355
9288	8364
9288	9913
9288	9986
9289	9606
9289	10090
9289	10116
9289	9986
9291	10090
9294	9606
9295	10090
9296	10090
9297	9606
9298	9606
9299	9606
9300	9606
9301	9606
9302	9606
9303	10090
9304	9606
9305	9606
9306	10090
9309	9606
9311	9606
9312	9606
9315	10090
9316	8355
9317	9031
9318	9606
9319	9606
9320	10090
9321	9606
9323	9606
9326	9606
9328	10090
9329	9606
9331	9031
9333	9606
9334	9606
9335	9606
9338	9986
9340	10090
9342	9606
9342	10090
9342	10116
9342	9031
9342	8022
9344	9606
9345	10116
9346	10116
9348	9606
9351	10090
9353	9606
9354	10090
9359	9606
9360	9606
9361	10090
9362	9606
9363	10090
9364	10090
9367	9606
9368	10090
9369	10090
9370	10090
9371	10090
9372	10090
9373	10090
9374	10090
9375	10090
9376	9606
9377	9606
9378	10090
9379	10090
9380	10090
9381	9606
9382	10090
9383	9606
9384	10090
9385	10090
9386	9606
9387	10090
9388	9606
9389	10090
9390	10090
9390	9606
9390	10116
9391	9606
9391	10090
9392	10090
9393	9606
9394	10116
9394	9606
9395	10090
9395	9606
9396	10090
9396	9606
9397	9606
9398	10090
9398	10116
9398	9606
9399	9606
9400	10090
9401	9606
9402	10090
9403	9606
9404	10116
9404	9606
9404	10090
9405	9606
9405	10116
9405	10090
9406	9606
9406	10090
9406	10116
9407	-
9502	9606
9503	9606
9503	10090
9503	10117
9503	9986
10526	10090
10526	9606
10526	10116
