10331	10090
10332	10090
10333	10090
10334	10090
10335	10090
10336	10090
10337	10090
10338	10090
10339	10090
10340	10090
10341	10090
10342	10090
10343	10090
10344	10090
10345	10090
10346	10090
10347	10090
10348	10090
10349	10090
10350	10090
10351	10090
10352	10090
10353	10090
10354	10090
10355	10090
10356	10090
10357	10090
10358	10090
10359	10090
10360	10090
10361	10090
10362	10090
10363	10090
10364	10090
10365	10090
10366	10090
10367	10090
10368	10090
10369	10090
10370	10090
10371	10090
10372	10090
10373	10090
10374	10090
10375	10090
10376	10090
10377	10090
10378	10090
10379	10090
10380	10090
10381	10090
10382	10090
10383	10090
10384	10090
10385	10090
10386	10090
10387	10090
10388	10090
10389	10090
10390	10090
10391	10090
10392	10090
10393	10090
10394	10090
10395	10090
10396	10090
10397	10090
10398	10090
10399	10090
10400	10090
10401	10090
10402	10090
10403	10090
10404	10090
10405	10090
10406	10090
10407	10090
10408	10090
10409	10090
10410	10090
10411	10090
10412	10090
10413	10090
10414	10090
10415	10090
10416	10090
10417	10090
10418	10090
10419	10090
10420	10090
10421	10090
10422	10090
10423	10090
10424	10090
10425	10090
10426	10090
10427	10090
10428	10090
10429	10090
10430	10090
10431	10090
10432	10090
10433	10090
10434	10090
10435	10090
10436	10090
10437	10090
10438	10090
10439	10090
10440	10090
10441	10090
10442	10090
10443	10090
10444	10090
10445	10090
10446	10090
10447	10090
10448	10090
10449	10090
10450	10090
10451	10090
10452	10090
10453	10090
10454	10090
10455	10090
10456	10090
10457	10090
10458	10090
10459	10090
10460	10090
10461	10090
10462	10090
10463	10090
10464	10090
10465	10090
10466	10090
10467	10090
10468	10090
10469	10090
10470	10090
10471	10090
10472	10090
10473	10090
10474	10090
10475	10090
10476	10090
10477	10090
10478	10090
10479	10090
10480	10090
10481	10090
10482	10090
10483	10090
10484	10090
10485	10090
10486	10090
10487	10090
10488	10090
10489	10090
10490	10090
10491	10090
10492	10090
10493	10090
10494	10090
10495	10090
10496	10090
10497	10090
10498	10090
10499	10090
10500	10090
10501	10090
10502	10090
10503	10090
10504	10090
10505	10090
10506	10090
